	PT0	PT1	PT2	PT3	PT4	PT5	PT6	PT7	PT8	PT9	PT10	PT11	PT12	PT13	PT14	PT15	PT16	PT17	PT18	PT19	PT20	PT21	PT22	PT23	PT24	PT25	PT26	PT27	PT28	PT29	PT30	PT31	PT32	PT33	PT34	PT35	PT36	PT37	PT38	PT39	PT40	PT41	PT42	PT43	PT44	PT45	PT46	PT47	PT48	PT49	PT50	PT51	PT52	PT53	PT54	PT55	PT56	PT57	PT58	PT59	PT60	PT61	PT62	PT63
QPCT	-1.7677997	2.4166	0.0692	-0.36353582	-0.8197464	2.437553	1.6653	2.4864	-1.4944	0.87507725	2.3024	-0.3855	-1.8807	1.68815	1.7198629	2.6629	-2.5003	1.4342	0.2479	-2.08465	0.8348	-0.73585	1.3269	4.007779	0.8680382	0.1194	-2.974	-1.4322	4.1801496	1.81355	1.8660831	1.9126066	2.3189	-1.5472	-0.4271	-4.2312	2.9646	1.22125	-2.7585	0.8666	-0.5338	1.6561	-0.9872	1.2883	-2.63285	1.2341499	-2.99	0.8847	1.12655	0.018750004	0.65775	1.9816148	0.2834	1.4251	-1.9009	-0.798	-0.35255	0.4729573	1.29951	1.1192834	-2.2451	2.9299	5.3395	0.6566
CDC42	-2.2965496	-3.9319	-6.3039	-2.9805367	-0.40018958	-6.539474	-2.7705	2.7871	1.1523	-0.42492285	0.795	-1.5602	-7.5326	-2.3092499	0.08270306	-6.275	-3.4654	3.4465	0.4099	-5.20255	-0.3546	-4.91885	-2.3021998	-3.66574	0.2302972	-0.8077	-3.5555	-4.6642	-0.9620269	-0.42795	1.6350136	1.5086776	1.4709	1.5724	0.6322	0.5025	1.0827	-0.7503	0.83	1.754	-10.0	-1.3064	-0.68295	-5.9354	-2.03255	-2.3853002	-0.8017	-5.9712	-0.35224998	-0.5578	0.80645	0.055495687	-3.5339	-3.73875	-8.16795	-9.022551	-9.4796	0.9311708	0.24922466	0.9420403	-3.7606	3.2074	-4.9614	0.9116
LMO3	3.7477508	3.0616	0.214	2.093088	0.16213799	2.7998092	4.5543	4.0371	-0.9637	-2.2950003	-0.9861	-0.6863	-2.7068	0.2226	-1.483461	0.3066	0.10305	-1.4744	1.1569	1.14375	2.321	-1.1605	2.8249002	-0.81116223	1.9261857	-1.9577	-0.3926	-1.7206	-2.10933	4.39905	2.2058194	2.1154513	-1.4876	-1.0071	-2.5281	5.0141	2.9726	2.36495	3.8449998	0.4259	2.1372	2.7962	1.83615	-0.0943	-1.31865	1.7702501	0.0378	2.5075	-0.82585	1.8574	-0.06309998	-1.0547926	1.7447	3.4249501	3.0232	2.0276	3.1463	-0.79005694	-0.24107902	-1.199926	-0.7079	-0.2102	3.2142	1.4472
PARL	-2.2256365	-1.9225	-3.0739	0.34429044	0.1550101	-3.4221745	-0.7746	-0.911	0.37610003	0.24424317	-0.3837	1.5397	1.2426	0.58865	-2.6726182	1.2967501	-0.97965	-0.7633	-0.8246	0.90185	-2.2628	-2.73945	-3.8415499	0.0961597	-0.6894418	2.1017	-0.7589	-1.3536	-0.45595282	-2.8576	-0.042117767	-1.9206043	0.1654	-0.6758	-1.1199	1.0795	1.0806	-0.5559	1.08375	-0.0798	2.8978	0.7338	1.0878999	3.8094	2.993	0.44910002	1.7818	0.1537	1.9563	0.21600008	2.7712998	-0.1519631	0.7077	0.79709995	1.19015	-0.9856	-0.19735001	2.1612728	1.5201666	1.552412	2.006	2.2317	-5.2973	0.7719
PYGL	-1.5062852	1.2713	0.7162	-0.24223016	2.5545487	1.1245894	2.9434	-9.4258	2.0137	0.36626792	-4.5092	1.0185	4.9508	2.2293	-0.6449751	-3.9003499	-3.7931	0.7797	4.4276	1.5667	1.0168	4.9323	0.47205007	-0.5239365	3.4180052	1.9127	8.3417	1.6835	0.5413908	2.72435	4.7134643	-1.2454185	-0.1004	-0.2155	-0.8522	1.6443	-7.7193	1.0743	-0.78235	-0.5703	3.2191	-0.0774	10.0	4.2143	5.44195	7.4432	-0.5555	1.9005	3.39775	6.3784	5.6851997	1.5213283	1.2274	1.24055	0.13159999	0.22055003	-0.046200007	4.944801	3.7302322	4.1027093	2.1281	-2.2153	-1.2097	0.1949
IFNAR1	3.5422893	6.0767	7.4123	-0.14603804	-0.5473042	6.055149	2.1066	-1.8231	2.4159002	-0.0021667033	-3.8129	1.084	0.7562	1.06745	0.99013054	1.31545	3.1831498	2.3023	4.6753	-0.88269997	0.3454	2.07375	5.5367002	-0.081061065	0.8542995	-0.9774	-0.2997	-2.0086	0.50685686	4.07985	3.091018	-0.8250731	-0.3172	0.9793	-0.6911	0.2953	0.9556	2.0528002	0.83360004	-0.1712	1.5392	2.002	-1.8629	-4.2046	-0.53025	-0.88485	4.2384	1.3558	1.2103999	2.15245	0.5815	-0.18604295	1.31985	1.08385	1.62485	2.3076	2.887	0.12737632	0.4617134	0.50765985	-0.5202	-0.4228	2.2322	0.3792
SPRY1	2.0744224	0.9484	0.7918	-0.13465731	0.0050350726	-0.05174163	2.135	-1.087	1.00065	-1.5224917	-0.8029	0.5254	0.8554	-0.43254998	-0.3375848	-1.4894	-1.72685	1.9281	0.0811	0.576	1.2153	-0.38660002	2.04045	-4.5698004	-0.54483974	-2.9567	-4.0452	0.0	-1.1151367	1.02535	-0.66942513	1.8680153	0.959	-0.9066	0.0147	-0.1335	1.594	1.04255	1.45525	0.9784	2.4419	-2.4566	1.55275	-1.5306	-0.20629999	0.15179998	-1.4823	2.6332	2.2351	1.7436	-1.2001	0.848599	0.88055	0.8525	2.8165	2.1187	1.6290001	-0.68136585	-0.096181996	0.58821315	2.5469	0.9877	4.032	0.2433
NES	2.6515145	1.7794	0.4299	1.5897393	-0.08181837	-0.2512199	2.6643	-2.0429	-0.004950002	-1.8003261	0.4483	1.4388	-1.647	0.31010002	2.321561	1.6701499	1.36225	0.121	0.2368	-0.6546	0.049	-0.8101	0.76215005	0.85895777	2.0744715	-1.5495	4.5277	-1.2305	-0.38139445	1.22915	2.1045175	1.0791793	-1.1798	0.877	2.9575	1.4594	-2.48	1.8844	0.33195	4.3807	1.7552	-0.4426	1.02985	4.2032	0.99265003	-0.3642	-1.5732	1.2181	4.1552	4.32665	0.69645	-1.5809116	-2.9542499	-2.9239001	-3.0925999	-0.5252	-1.62605	0.11959589	0.5516702	-0.14060047	-6.197	0.9389	0.3668	1.8856
GFAP	4.634286	1.1373	-0.5977	3.3459616	-0.7872751	1.8470249	4.35	0.1071	3.8881	0.22550005	-2.496	3.458	-0.0388	-1.7327	-2.3878503	0.48005003	0.68685	-1.8779	0.804	1.2511001	1.7234	2.92095	3.20935	0.9827788	0.84233576	-1.7307	-0.0213	-3.5318	0.6891251	2.45725	0.27343506	-0.9402151	-0.3768	-1.3396	-1.163	0.9265	3.1343	1.5158	-0.0071000457	-2.2646	2.8843	2.1289	1.98395	-1.4432	-0.83885	0.7939	2.3304	1.523	4.20015	1.73485	0.9627	0.20557553	1.43515	1.47365	1.5415499	3.4456	1.9686501	0.38512304	-0.2794869	-0.50785375	-0.9721	-0.6058	0.9274	-0.0492
PTGS1	4.7377806	4.5586	6.0324	3.9411838	0.22585632	5.7712193	3.4778	-0.5063	0.58059996	0.031968877	-1.6989	3.4296	2.236	4.6659	3.411086	1.4985999	4.34125	0.7901	3.1916	4.06155	2.0042	2.0945	6.95605	3.921651	1.5505289	-0.5673	2.1926	3.6002	-0.26664215	4.6317997	2.2418664	3.7761014	0.9326	-1.9833	-0.4536	6.7033	0.9924	6.5291	3.65505	2.0528	5.257	-1.4566	0.31875	-2.7991	0.43704998	0.7392	1.3931	5.2457	4.1419	3.26315	1.676	0.96284074	2.94315	4.0452	3.5223498	3.19525	4.0332003	2.862168	1.4273543	1.5563484	1.6995	1.0247	1.771	2.0722
TP63	2.4214702	0.6987	2.4178	1.9618521	6.4290733	0.3830545	2.5772	-1.3384	0.7214	1.2448004	-2.145	2.3717	-1.1196	1.2878001	3.360488	-0.7147	4.58175	-0.0464	0.1196	2.78315	2.3872	-0.97360003	-0.3922	3.5333328	0.08417947	1.5594	-1.3764	1.6427	-0.073630214	1.2873499	0.20711447	0.7193961	-0.8125	-1.1514	3.6709	-0.5514	3.4436	4.1539	0.66685003	2.531	0.0645	3.086	0.58515	1.0328	0.4892	4.68395	-2.5623	-1.328	3.1446002	5.53485	3.1775	1.5966845	2.86625	2.525	1.0442	2.8631	2.8513	3.6724644	3.1292915	4.225607	0.1392	-0.1767	0.3898	-0.6857
TCTN3	0.67256284	0.6747	1.0551	0.49690202	0.32162142	3.780983	5.459	-3.6578	-1.3357999	-3.0898523	1.5614	-0.7065	1.0954	-0.22400004	3.3054838	3.46765	-2.8913999	0.423	-0.2943	4.3632	-1.7562	-3.9517498	3.7064	-1.3916748	2.5936577	1.6204	-4.3174	5.325	-1.1269739	1.5882	4.3511853	-0.022949982	2.8124	0.01	0.2314	3.1653	2.3269	0.57695	1.10085	2.3533	-0.2299	3.3128	0.48645	4.7659	0.04525	3.06445	-2.3273	0.2905	0.59165	3.6507	-0.70070004	1.8920908	-0.41055	0.83914995	-0.53900003	-0.36295	-1.38545	1.1678007	0.3213039	0.38199097	-3.5116	-1.0673	0.906	2.463
PPIH	-1.8900999	-3.3552	-3.4619	1.5400968	-1.047993	-4.332185	-3.4228	2.4156	-1.5316	0.63771266	0.0951	-1.6253	0.9326	-0.065050006	0.115845904	1.28125	-1.58255	0.8115	0.6435	-0.4483	-0.7995	1.1653	-1.5827501	1.9221895	-0.5277835	0.0265	2.2636	3.2741	1.9737552	-0.14350002	-1.0299594	2.259491	-1.9214	-1.2943	0.0151	-1.7969	-0.9025	0.096899986	0.53604996	-1.2303	4.189	0.446	-5.49075	-4.295	-2.2749999	-7.68715	-0.51	-0.7483	-2.0737	-3.33795	-2.26515	0.4085483	-3.83495	-4.03605	-4.15385	-7.037	-3.4176002	-2.6286583	-2.7247367	-2.217041	-1.2024	-0.2722	-0.5724	1.5247
